locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPFNLEKH_00241	CDS	789		5.4.99.-	COG1187	putative RNA pseudouridine synthase
HPFNLEKH_00242	gene	801				
HPFNLEKH_00242	CDS	801				hypothetical protein
HPFNLEKH_00243	gene	1509	malQ			
HPFNLEKH_00243	CDS	1509	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
HPFNLEKH_00244	gene	1170	pntAA			
HPFNLEKH_00244	CDS	1170	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
HPFNLEKH_00245	gene	294	pntA			
HPFNLEKH_00245	CDS	294	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
HPFNLEKH_00246	gene	1404	pntB			
HPFNLEKH_00246	CDS	1404	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
HPFNLEKH_00247	gene	606				
HPFNLEKH_00247	CDS	606				hypothetical protein
HPFNLEKH_00248	gene	1392				
HPFNLEKH_00248	CDS	1392				hypothetical protein
HPFNLEKH_00249	gene	444				
HPFNLEKH_00249	CDS	444				hypothetical protein
HPFNLEKH_00250	gene	723				
HPFNLEKH_00250	CDS	723				hypothetical protein
HPFNLEKH_00251	gene	450	ndk			
HPFNLEKH_00251	CDS	450	ndk	2.7.4.6		Nucleoside diphosphate kinase
HPFNLEKH_00252	gene	2016	speA			
HPFNLEKH_00252	CDS	2016	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
HPFNLEKH_00253	gene	1170	cugP_1			
HPFNLEKH_00253	CDS	1170	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
HPFNLEKH_00254	gene	825				
HPFNLEKH_00254	CDS	825				hypothetical protein
HPFNLEKH_00255	gene	156				
HPFNLEKH_00255	CDS	156				hypothetical protein
HPFNLEKH_00256	gene	1035	cheB_1			
HPFNLEKH_00256	CDS	1035	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
HPFNLEKH_00257	gene	1188	sasA_1			
HPFNLEKH_00257	CDS	1188	sasA_1	2.7.13.3		Adaptive-response sensory-kinase SasA
HPFNLEKH_00258	gene	1497				
HPFNLEKH_00258	CDS	1497				hypothetical protein
HPFNLEKH_00259	gene	1977				
HPFNLEKH_00259	CDS	1977		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
HPFNLEKH_00260	gene	453				
HPFNLEKH_00260	CDS	453				hypothetical protein
HPFNLEKH_00261	gene	525				
HPFNLEKH_00261	CDS	525				hypothetical protein
HPFNLEKH_00262	gene	159				
HPFNLEKH_00262	CDS	159				hypothetical protein
HPFNLEKH_00263	gene	1293	pdhC			
HPFNLEKH_00263	CDS	1293	pdhC	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
HPFNLEKH_00264	gene	699	cpoB_1			
HPFNLEKH_00264	CDS	699	cpoB_1			Cell division coordinator CpoB
HPFNLEKH_00265	gene	1659				
HPFNLEKH_00265	CDS	1659				hypothetical protein
HPFNLEKH_00266	gene	540				
HPFNLEKH_00266	CDS	540				hypothetical protein
HPFNLEKH_00267	gene	621				
HPFNLEKH_00267	CDS	621				hypothetical protein
HPFNLEKH_00268	gene	1203	argG			
HPFNLEKH_00268	CDS	1203	argG	6.3.4.5		Argininosuccinate synthase
HPFNLEKH_00269	gene	630				
HPFNLEKH_00269	CDS	630			COG0586	putative membrane protein
HPFNLEKH_00270	gene	402				
HPFNLEKH_00270	CDS	402				hypothetical protein
HPFNLEKH_00271	gene	561				
HPFNLEKH_00271	CDS	561				hypothetical protein
HPFNLEKH_00272	gene	327	rpsF			
HPFNLEKH_00272	CDS	327	rpsF		COG0360	30S ribosomal protein S6
HPFNLEKH_00273	gene	774				
HPFNLEKH_00273	CDS	774				hypothetical protein
HPFNLEKH_00274	gene	477				
HPFNLEKH_00274	CDS	477				hypothetical protein
HPFNLEKH_00275	gene	198				
HPFNLEKH_00275	CDS	198				hypothetical protein
HPFNLEKH_00276	gene	1371	glyA			
HPFNLEKH_00276	CDS	1371	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HPFNLEKH_00277	gene	1047	tagO_1			
HPFNLEKH_00277	CDS	1047	tagO_1	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
HPFNLEKH_00278	gene	1089	trpD2			
HPFNLEKH_00278	CDS	1089	trpD2	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase 2
HPFNLEKH_00279	gene	1110				
HPFNLEKH_00279	CDS	1110				hypothetical protein
HPFNLEKH_00280	gene	1167	carA			
HPFNLEKH_00280	CDS	1167	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
HPFNLEKH_00281	gene	402				
HPFNLEKH_00281	CDS	402				hypothetical protein
HPFNLEKH_00282	gene	1212				
HPFNLEKH_00282	CDS	1212				IS200/IS605 family transposase ISAsp18
HPFNLEKH_00283	gene	486	mrnC			
HPFNLEKH_00283	CDS	486	mrnC	3.1.26.-		Mini-ribonuclease 3
HPFNLEKH_00284	gene	1008	rlmB			
HPFNLEKH_00284	CDS	1008	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
HPFNLEKH_00285	gene	303				
HPFNLEKH_00285	CDS	303				hypothetical protein
HPFNLEKH_00286	gene	828	todF			
HPFNLEKH_00286	CDS	828	todF	3.7.1.25		2-hydroxy-6-oxo-2,4-heptadienoate hydrolase
HPFNLEKH_00287	gene	411	queF			
HPFNLEKH_00287	CDS	411	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
HPFNLEKH_00288	gene	396				
HPFNLEKH_00288	CDS	396				hypothetical protein
HPFNLEKH_00289	gene	381				
HPFNLEKH_00289	CDS	381				hypothetical protein
HPFNLEKH_00290	gene	267				
HPFNLEKH_00290	CDS	267				hypothetical protein
HPFNLEKH_00291	gene	540	thpR			
HPFNLEKH_00291	CDS	540	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
HPFNLEKH_00292	gene	1659	gsiB			
HPFNLEKH_00292	CDS	1659	gsiB		COG0747	Glutathione-binding protein GsiB
HPFNLEKH_00293	gene	1026	dppB_1			
HPFNLEKH_00293	CDS	1026	dppB_1		COG0601	Dipeptide transport system permease protein DppB
HPFNLEKH_00294	gene	909	rnhA			
HPFNLEKH_00294	CDS	909	rnhA	3.1.26.4		Ribonuclease H
HPFNLEKH_00295	gene	1209				
HPFNLEKH_00295	CDS	1209				hypothetical protein
HPFNLEKH_00296	gene	906				
HPFNLEKH_00296	CDS	906				hypothetical protein
HPFNLEKH_00297	gene	450				
HPFNLEKH_00297	CDS	450				hypothetical protein
HPFNLEKH_00298	gene	336				
HPFNLEKH_00298	CDS	336				hypothetical protein
HPFNLEKH_00299	gene	393				
HPFNLEKH_00299	CDS	393				hypothetical protein
HPFNLEKH_00300	gene	246				
HPFNLEKH_00300	CDS	246				hypothetical protein
HPFNLEKH_00301	gene	387				
HPFNLEKH_00301	CDS	387				hypothetical protein
HPFNLEKH_00302	gene	1089				
HPFNLEKH_00302	CDS	1089				hypothetical protein
HPFNLEKH_00303	gene	297				
HPFNLEKH_00303	CDS	297				hypothetical protein
HPFNLEKH_00304	gene	1125	bchI			
HPFNLEKH_00304	CDS	1125	bchI	6.6.1.1	COG1239	Magnesium-chelatase 38 kDa subunit
HPFNLEKH_00305	gene	1686	lysS			
HPFNLEKH_00305	CDS	1686	lysS	6.1.1.6		Lysine--tRNA ligase
HPFNLEKH_00306	gene	693				
HPFNLEKH_00306	CDS	693				hypothetical protein
HPFNLEKH_00307	gene	1176				
HPFNLEKH_00307	CDS	1176				hypothetical protein
HPFNLEKH_00308	gene	729	lptB_1			
HPFNLEKH_00308	CDS	729	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
HPFNLEKH_00309	gene	498	lptD			
HPFNLEKH_00309	CDS	498	lptD			LPS-assembly protein LptD
HPFNLEKH_00310	gene	393				
HPFNLEKH_00310	CDS	393				hypothetical protein
HPFNLEKH_00311	gene	366	ftrC			
HPFNLEKH_00311	CDS	366	ftrC	1.8.7.2		Ferredoxin-thioredoxin reductase, catalytic chain
HPFNLEKH_00312	gene	1164				
HPFNLEKH_00312	CDS	1164				hypothetical protein
HPFNLEKH_00313	gene	519	pgsA			
HPFNLEKH_00313	CDS	519	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
HPFNLEKH_00314	gene	1809				
HPFNLEKH_00314	CDS	1809				hypothetical protein
HPFNLEKH_00315	gene	822				
HPFNLEKH_00315	CDS	822				hypothetical protein
HPFNLEKH_00316	gene	852				
HPFNLEKH_00316	CDS	852				hypothetical protein
HPFNLEKH_00317	gene	282	clpS_1			
HPFNLEKH_00317	CDS	282	clpS_1			ATP-dependent Clp protease adapter protein ClpS
HPFNLEKH_00318	gene	369				
HPFNLEKH_00318	CDS	369				hypothetical protein
HPFNLEKH_00319	gene	1173	dapL_1			
HPFNLEKH_00319	CDS	1173	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
HPFNLEKH_00320	gene	207				
HPFNLEKH_00320	CDS	207				hypothetical protein
HPFNLEKH_00321	gene	339				
HPFNLEKH_00321	CDS	339			COG1366	Putative anti-sigma factor antagonist
HPFNLEKH_00322	gene	2640				
HPFNLEKH_00322	CDS	2640				hypothetical protein
HPFNLEKH_00323	gene	2064	rne			
HPFNLEKH_00323	CDS	2064	rne	3.1.26.12		Ribonuclease E
HPFNLEKH_00324	gene	678	rnhB			
HPFNLEKH_00324	CDS	678	rnhB	3.1.26.4	COG0164	Ribonuclease HII
HPFNLEKH_00325	gene	588				
HPFNLEKH_00325	CDS	588				hypothetical protein
HPFNLEKH_00326	gene	747				
HPFNLEKH_00326	CDS	747				hypothetical protein
HPFNLEKH_00327	gene	369				
HPFNLEKH_00327	CDS	369				hypothetical protein
HPFNLEKH_00328	gene	1029	fmt			
HPFNLEKH_00328	CDS	1029	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
HPFNLEKH_00329	gene	1275				
HPFNLEKH_00329	CDS	1275				hypothetical protein
HPFNLEKH_00330	gene	519				
HPFNLEKH_00330	CDS	519				hypothetical protein
HPFNLEKH_00331	gene	294	minE			
HPFNLEKH_00331	CDS	294	minE			Cell division topological specificity factor
HPFNLEKH_00332	gene	807	minD			
HPFNLEKH_00332	CDS	807	minD		COG2894	Septum site-determining protein MinD
HPFNLEKH_00333	gene	1101	minC			
HPFNLEKH_00333	CDS	1101	minC			septum site-determining protein MinC
HPFNLEKH_00334	gene	1326				
HPFNLEKH_00334	CDS	1326				hypothetical protein
HPFNLEKH_00335	gene	693				
HPFNLEKH_00335	CDS	693				hypothetical protein
HPFNLEKH_00336	gene	1248				
HPFNLEKH_00336	CDS	1248				hypothetical protein
HPFNLEKH_00337	gene	471				
HPFNLEKH_00337	CDS	471				hypothetical protein
HPFNLEKH_00338	gene	1131	pyrD_1			
HPFNLEKH_00338	CDS	1131	pyrD_1	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
HPFNLEKH_00339	gene	747				
HPFNLEKH_00339	CDS	747				hypothetical protein
HPFNLEKH_00340	gene	375				
HPFNLEKH_00340	CDS	375				hypothetical protein
HPFNLEKH_00341	gene	1017	moaA_1			
HPFNLEKH_00341	CDS	1017	moaA_1			GTP 3',8-cyclase
HPFNLEKH_00342	gene	984	auaH			
HPFNLEKH_00342	CDS	984	auaH	1.1.1.394		Aurachin B dehydrogenase
HPFNLEKH_00343	gene	2535	mdtC_1			
HPFNLEKH_00343	CDS	2535	mdtC_1			Multidrug resistance protein MdtC
HPFNLEKH_00344	gene	237				
HPFNLEKH_00344	CDS	237				hypothetical protein
HPFNLEKH_00345	gene	1110	proB			
HPFNLEKH_00345	CDS	1110	proB	2.7.2.11	COG0263	Glutamate 5-kinase
HPFNLEKH_00346	gene	831				
HPFNLEKH_00346	CDS	831				hypothetical protein
HPFNLEKH_00347	gene	810	gdh			
HPFNLEKH_00347	CDS	810	gdh	1.1.1.47	COG1028	Glucose 1-dehydrogenase
HPFNLEKH_00348	gene	531				
HPFNLEKH_00348	CDS	531				hypothetical protein
HPFNLEKH_00349	gene	198				
HPFNLEKH_00349	CDS	198				hypothetical protein
HPFNLEKH_00350	gene	612				
HPFNLEKH_00350	CDS	612				hypothetical protein
HPFNLEKH_00351	gene	3120	infB			
HPFNLEKH_00351	CDS	3120	infB			Translation initiation factor IF-2
HPFNLEKH_00352	gene	270				
HPFNLEKH_00352	CDS	270				hypothetical protein
HPFNLEKH_00353	gene	1278	nusA			
HPFNLEKH_00353	CDS	1278	nusA		COG0195	Transcription termination/antitermination protein NusA
HPFNLEKH_00354	gene	462	rimP			
HPFNLEKH_00354	CDS	462	rimP		COG0779	Ribosome maturation factor RimP
HPFNLEKH_00355	gene	1419				
HPFNLEKH_00355	CDS	1419				hypothetical protein
HPFNLEKH_00356	gene	984				
HPFNLEKH_00356	CDS	984		1.17.4.-	COG4243	Vitamin K epoxide reductase 
HPFNLEKH_00357	gene	849				
HPFNLEKH_00357	CDS	849				hypothetical protein
HPFNLEKH_00358	gene	1323	rimO			
HPFNLEKH_00358	CDS	1323	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
HPFNLEKH_00359	gene	1542	crhR			
HPFNLEKH_00359	CDS	1542	crhR	3.6.4.13		RNA helicase CrhR
HPFNLEKH_00360	gene	579				
HPFNLEKH_00360	CDS	579				hypothetical protein
HPFNLEKH_00361	gene	948				
HPFNLEKH_00361	CDS	948		1.-.-.-	COG0667	putative oxidoreductase
HPFNLEKH_00362	gene	1128				
HPFNLEKH_00362	CDS	1128				hypothetical protein
HPFNLEKH_00363	gene	1053	dusB_1			
HPFNLEKH_00363	CDS	1053	dusB_1	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
HPFNLEKH_00364	gene	897				
HPFNLEKH_00364	CDS	897				hypothetical protein
HPFNLEKH_00365	gene	516				
HPFNLEKH_00365	CDS	516				hypothetical protein
HPFNLEKH_00366	gene	492				
HPFNLEKH_00366	CDS	492				hypothetical protein
HPFNLEKH_00367	gene	1362				
HPFNLEKH_00367	CDS	1362		1.14.-.-	COG2124	Putative cytochrome P450 138
HPFNLEKH_00368	gene	204				
HPFNLEKH_00368	CDS	204				hypothetical protein
HPFNLEKH_00369	gene	471				
HPFNLEKH_00369	CDS	471				hypothetical protein
HPFNLEKH_00370	gene	624				
HPFNLEKH_00370	CDS	624				hypothetical protein
HPFNLEKH_00371	gene	1686				
HPFNLEKH_00371	CDS	1686				hypothetical protein
HPFNLEKH_00372	gene	534				
HPFNLEKH_00372	CDS	534				hypothetical protein
HPFNLEKH_00373	gene	963				
HPFNLEKH_00373	CDS	963				hypothetical protein
HPFNLEKH_00374	gene	1770				
HPFNLEKH_00374	CDS	1770				hypothetical protein
HPFNLEKH_00375	gene	912				
HPFNLEKH_00375	CDS	912				hypothetical protein
HPFNLEKH_00376	gene	360				
HPFNLEKH_00376	CDS	360				hypothetical protein
HPFNLEKH_00377	gene	132				
HPFNLEKH_00377	CDS	132				hypothetical protein
HPFNLEKH_00378	gene	1749	recN			
HPFNLEKH_00378	CDS	1749	recN		COG0497	DNA repair protein RecN
HPFNLEKH_00379	gene	2001	ubiB_1			
HPFNLEKH_00379	CDS	2001	ubiB_1	2.7.-.-		protein kinase UbiB
HPFNLEKH_00380	gene	270				
HPFNLEKH_00380	CDS	270				hypothetical protein
HPFNLEKH_00381	gene	2433	pheT			
HPFNLEKH_00381	CDS	2433	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
HPFNLEKH_00382	gene	1077	yacL			
HPFNLEKH_00382	CDS	1077	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
HPFNLEKH_00383	gene	1191	hemW			
HPFNLEKH_00383	CDS	1191	hemW			Heme chaperone HemW
HPFNLEKH_00384	gene	177				
HPFNLEKH_00384	CDS	177				hypothetical protein
HPFNLEKH_00385	gene	1284				
HPFNLEKH_00385	CDS	1284				hypothetical protein
HPFNLEKH_00386	gene	303				
HPFNLEKH_00386	CDS	303				hypothetical protein
HPFNLEKH_00387	gene	1605	murJ			
HPFNLEKH_00387	CDS	1605	murJ			lipid II flippase MurJ
HPFNLEKH_00388	gene	507				
HPFNLEKH_00388	CDS	507				Pentapeptide repeat protein Rfr32
HPFNLEKH_00389	gene	1512	tagU_1			
HPFNLEKH_00389	CDS	1512	tagU_1	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HPFNLEKH_00390	gene	1065	manC1			
HPFNLEKH_00390	CDS	1065	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
HPFNLEKH_00391	gene	1644	ubiB_2			
HPFNLEKH_00391	CDS	1644	ubiB_2	2.7.-.-		protein kinase UbiB
HPFNLEKH_00392	gene	981	btuD_1			
HPFNLEKH_00392	CDS	981	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPFNLEKH_00393	gene	885	lacF_1			
HPFNLEKH_00393	CDS	885	lacF_1			Lactose transport system permease protein LacF
HPFNLEKH_00394	gene	1335	nifK_1			
HPFNLEKH_00394	CDS	1335	nifK_1	1.18.6.1		Nitrogenase molybdenum-iron protein beta chain
HPFNLEKH_00395	gene	1443	nifD_1			
HPFNLEKH_00395	CDS	1443	nifD_1	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
HPFNLEKH_00396	gene	327				
HPFNLEKH_00396	CDS	327				hypothetical protein
HPFNLEKH_00397	gene	1539	nifK_2			
HPFNLEKH_00397	CDS	1539	nifK_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein beta chain
HPFNLEKH_00398	gene	1494	nifD_2			
HPFNLEKH_00398	CDS	1494	nifD_2	1.18.6.1	COG2710	Nitrogenase molybdenum-iron protein alpha chain
HPFNLEKH_00399	gene	888	nifH1			
HPFNLEKH_00399	CDS	888	nifH1	1.18.6.1	COG1348	Nitrogenase iron protein 1
HPFNLEKH_00400	gene	903	nfuA_1			
HPFNLEKH_00400	CDS	903	nfuA_1			Fe/S biogenesis protein NfuA
HPFNLEKH_00401	gene	192	iscS_1			
HPFNLEKH_00401	CDS	192	iscS_1	2.8.1.7		Cysteine desulfurase IscS
HPFNLEKH_00402	gene	891				
HPFNLEKH_00402	CDS	891				hypothetical protein
HPFNLEKH_00403	gene	3537	nifJ_1			
HPFNLEKH_00403	CDS	3537	nifJ_1	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
HPFNLEKH_00404	gene	1032	pyrD_2			
HPFNLEKH_00404	CDS	1032	pyrD_2	1.3.-.-		Dihydroorotate dehydrogenase
HPFNLEKH_00405	gene	858	ydaD			
HPFNLEKH_00405	CDS	858	ydaD	1.-.-.-		General stress protein 39
HPFNLEKH_00406	gene	348				
HPFNLEKH_00406	CDS	348				hypothetical protein
HPFNLEKH_00407	gene	702				
HPFNLEKH_00407	CDS	702			COG2442	Putative antitoxin VapB45
HPFNLEKH_00408	gene	663				
HPFNLEKH_00408	CDS	663		2.1.1.-	COG4122	Putative O-methyltransferase
HPFNLEKH_00409	gene	798	modA			
HPFNLEKH_00409	CDS	798	modA		COG0725	Molybdate-binding protein ModA
HPFNLEKH_00410	gene	2058				
HPFNLEKH_00410	CDS	2058				hypothetical protein
HPFNLEKH_00411	gene	153				
HPFNLEKH_00411	CDS	153				hypothetical protein
HPFNLEKH_00412	gene	615	clpP_1			
HPFNLEKH_00412	CDS	615	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
HPFNLEKH_00413	gene	834				
HPFNLEKH_00413	CDS	834				hypothetical protein
HPFNLEKH_00414	gene	2352	rnr_1			
HPFNLEKH_00414	CDS	2352	rnr_1	3.1.13.1	COG0557	Ribonuclease R
HPFNLEKH_00415	gene	630	ubiX			
HPFNLEKH_00415	CDS	630	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
HPFNLEKH_00416	gene	225				
HPFNLEKH_00416	CDS	225				hypothetical protein
HPFNLEKH_00417	gene	666				
HPFNLEKH_00417	CDS	666				hypothetical protein
HPFNLEKH_00418	gene	195				
HPFNLEKH_00418	CDS	195				hypothetical protein
HPFNLEKH_00419	gene	639				
HPFNLEKH_00419	CDS	639				hypothetical protein
HPFNLEKH_00420	gene	813	COQ5_1			
HPFNLEKH_00420	CDS	813	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HPFNLEKH_00421	gene	762	cpcG4_1			
HPFNLEKH_00421	CDS	762	cpcG4_1			Phycobilisome rod-core linker polypeptide CpcG4
HPFNLEKH_00422	gene	714	cpcG4_2			
HPFNLEKH_00422	CDS	714	cpcG4_2			Phycobilisome rod-core linker polypeptide CpcG4
HPFNLEKH_00423	gene	744	cpcG2			
HPFNLEKH_00423	CDS	744	cpcG2			Phycobilisome rod-core linker polypeptide CpcG2
HPFNLEKH_00424	gene	840	cpcG1			
HPFNLEKH_00424	CDS	840	cpcG1			Phycobilisome rod-core linker polypeptide CpcG1
HPFNLEKH_00425	gene	603	cpcF			
HPFNLEKH_00425	CDS	603	cpcF	4.-.-.-	COG1413	Phycocyanobilin lyase subunit beta
HPFNLEKH_00426	gene	831	cpcE			
HPFNLEKH_00426	CDS	831	cpcE	4.-.-.-	COG1413	Phycocyanobilin lyase subunit alpha
HPFNLEKH_00427	gene	243	cpcD			
HPFNLEKH_00427	CDS	243	cpcD			Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod
HPFNLEKH_00428	gene	861	cpcC			
HPFNLEKH_00428	CDS	861	cpcC			Phycobilisome 32.1 kDa linker polypeptide, phycocyanin-associated, rod
HPFNLEKH_00429	gene	492	cpcA			
HPFNLEKH_00429	CDS	492	cpcA			C-phycocyanin alpha chain
HPFNLEKH_00430	gene	522	cpcB			
HPFNLEKH_00430	CDS	522	cpcB			C-phycocyanin beta chain
HPFNLEKH_00431	gene	522	pecF			
HPFNLEKH_00431	CDS	522	pecF			Bilin biosynthesis protein PecF
HPFNLEKH_00432	gene	1611	sir_1			
HPFNLEKH_00432	CDS	1611	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
HPFNLEKH_00433	gene	1323	nrtA_1			
HPFNLEKH_00433	CDS	1323	nrtA_1			Nitrate/nitrite binding protein NrtA
HPFNLEKH_00434	gene	840	nrtB_1			
HPFNLEKH_00434	CDS	840	nrtB_1		COG0600	Nitrate import permease protein NrtB
HPFNLEKH_00435	gene	1974	cmpC_1			
HPFNLEKH_00435	CDS	1974	cmpC_1	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
HPFNLEKH_00436	gene	834	cmpD_1			
HPFNLEKH_00436	CDS	834	cmpD_1	3.6.3.-	COG1116	Bicarbonate transport ATP-binding protein CmpD
HPFNLEKH_00437	gene	2241	narB			
HPFNLEKH_00437	CDS	2241	narB	1.7.5.1	COG0243	Nitrate reductase
HPFNLEKH_00438	gene	2397	mutS2			
HPFNLEKH_00438	CDS	2397	mutS2	3.1.-.-		Endonuclease MutS2
HPFNLEKH_00439	gene	1002				
HPFNLEKH_00439	CDS	1002				hypothetical protein
HPFNLEKH_00440	gene	1164				
HPFNLEKH_00440	CDS	1164		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
HPFNLEKH_00441	gene	324	trxA_1			
HPFNLEKH_00441	CDS	324	trxA_1			Thioredoxin 1
HPFNLEKH_00442	gene	1071				
HPFNLEKH_00442	CDS	1071				hypothetical protein
HPFNLEKH_00443	gene	1320				
HPFNLEKH_00443	CDS	1320				hypothetical protein
HPFNLEKH_00444	gene	411	petJ_1			
HPFNLEKH_00444	CDS	411	petJ_1		COG2010	Cytochrome c6
HPFNLEKH_00445	gene	1125	iolG_1			
HPFNLEKH_00445	CDS	1125	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
HPFNLEKH_00446	gene	276				
HPFNLEKH_00446	CDS	276				hypothetical protein
HPFNLEKH_00447	gene	1188				
HPFNLEKH_00447	CDS	1188				hypothetical protein
HPFNLEKH_00448	gene	1290	gdhA			
HPFNLEKH_00448	CDS	1290	gdhA	1.4.1.3	COG0334	Glutamate dehydrogenase
HPFNLEKH_00449	gene	1974	acsA			
HPFNLEKH_00449	CDS	1974	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
HPFNLEKH_00450	gene	711				
HPFNLEKH_00450	CDS	711				hypothetical protein
HPFNLEKH_00451	gene	453				
HPFNLEKH_00451	CDS	453				hypothetical protein
HPFNLEKH_00452	gene	438				
HPFNLEKH_00452	CDS	438				hypothetical protein
HPFNLEKH_00453	gene	939				
HPFNLEKH_00453	CDS	939				hypothetical protein
HPFNLEKH_00454	gene	648				
HPFNLEKH_00454	CDS	648				hypothetical protein
HPFNLEKH_00455	gene	1671				
HPFNLEKH_00455	CDS	1671				hypothetical protein
HPFNLEKH_00456	gene	2862	pacL			
HPFNLEKH_00456	CDS	2862	pacL	7.2.2.10	COG0474	Calcium-transporting ATPase
HPFNLEKH_00457	gene	1131	recF			
HPFNLEKH_00457	CDS	1131	recF		COG1195	DNA replication and repair protein RecF
HPFNLEKH_00458	gene	414				
HPFNLEKH_00458	CDS	414				hypothetical protein
HPFNLEKH_00459	gene	1068				
HPFNLEKH_00459	CDS	1068				IS200/IS605 family transposase ISNsp2
HPFNLEKH_00460	gene	2067	dnaK2_1			
HPFNLEKH_00460	CDS	2067	dnaK2_1			Chaperone protein dnaK2
HPFNLEKH_00461	gene	996	dnaJ_1			
HPFNLEKH_00461	CDS	996	dnaJ_1		COG0484	Chaperone protein DnaJ
HPFNLEKH_00462	gene	870				
HPFNLEKH_00462	CDS	870				hypothetical protein
HPFNLEKH_00463	gene	537	dnaJ_2			
HPFNLEKH_00463	CDS	537	dnaJ_2			Chaperone protein DnaJ
HPFNLEKH_00464	gene	273				
HPFNLEKH_00464	CDS	273				hypothetical protein
HPFNLEKH_00465	gene	750	uppS			
HPFNLEKH_00465	CDS	750	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HPFNLEKH_00466	gene	966	dacA			
HPFNLEKH_00466	CDS	966	dacA	2.7.7.85		Diadenylate cyclase
HPFNLEKH_00467	gene	1395	lysA			
HPFNLEKH_00467	CDS	1395	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
HPFNLEKH_00468	gene	549	mshD_1			
HPFNLEKH_00468	CDS	549	mshD_1	2.3.1.189		Mycothiol acetyltransferase
HPFNLEKH_00469	gene	990				
HPFNLEKH_00469	CDS	990				hypothetical protein
HPFNLEKH_00470	gene	1902	dnaK2_2			
HPFNLEKH_00470	CDS	1902	dnaK2_2			Chaperone protein dnaK2
HPFNLEKH_00471	gene	2598				
HPFNLEKH_00471	CDS	2598				hypothetical protein
HPFNLEKH_00472	gene	699				
HPFNLEKH_00472	CDS	699				hypothetical protein
HPFNLEKH_00473	gene	1338				
HPFNLEKH_00473	CDS	1338				hypothetical protein
HPFNLEKH_00474	gene	969	arnC_1			
HPFNLEKH_00474	CDS	969	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
HPFNLEKH_00475	gene	960	iolS_1			
HPFNLEKH_00475	CDS	960	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
HPFNLEKH_00476	gene	1008				
HPFNLEKH_00476	CDS	1008		5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
